index,dominant color,file name,timestamp
0,"['darkslategrey', 'linen', 'darkgrey', 'darkslategrey', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,01
1,"['whitesmoke', 'darkgrey', 'darkslategrey', 'darkslategrey', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,02
2,"['whitesmoke', 'darkslategrey', 'black', 'grey', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,03
3,"['darkslategrey', 'dimgrey', 'black', 'lightgrey', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,04
4,"['darkslategrey', 'gainsboro', 'dimgrey', 'silver', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,05
5,"['darkgrey', 'gainsboro', 'lightgrey', 'darkslategrey', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,06
6,"['dimgrey', 'lightgrey', 'grey', 'darkolivegreen', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,07
7,"['darkslategrey', 'darkgrey', 'black', 'dimgrey', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,08
8,"['darkslategrey', 'grey', 'darkgrey', 'dimgrey', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,09
9,"['darkgrey', 'gainsboro', 'lightgrey', 'dimgrey', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,10
10,"['darkgrey', 'lavender', 'lightgrey', 'dimgrey', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,11
11,"['darkslategrey', 'gainsboro', 'dimgrey', 'rosybrown', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,12
12,"['darkslategrey', 'dimgrey', 'gainsboro', 'darkgrey', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,13
13,"['silver', 'darkslategrey', 'black', 'dimgrey', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,14
14,"['darkslategrey', 'lavender', 'black', 'black', 'grey']",bs-apr10-bolder-2016-05-09-23-13-21-884,15
15,"['darkslategrey', 'lavender', 'black', 'grey', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,16
16,"['grey', 'darkslategrey', 'black', 'darkslategrey', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,17
17,"['black', 'grey', 'lightgrey', 'darkslategrey', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,18
18,"['black', 'lightgrey', 'grey', 'darkslategrey', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,19
19,"['dimgrey', 'darkslategrey', 'black', 'black', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,20
20,"['darkslategrey', 'darkgrey', 'dimgrey', 'black', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,21
21,"['grey', 'whitesmoke', 'gainsboro', 'darkolivegreen', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,22
22,"['darkslategrey', 'grey', 'black', 'black', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,23
23,"['darkslategrey', 'dimgrey', 'black', 'black', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,24
24,"['darkslategrey', 'grey', 'black', 'black', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,25
25,"['dimgrey', 'black', 'black', 'black', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,26
26,"['darkslategrey', 'dimgrey', 'black', 'black', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,27
27,"['darkslategrey', 'darkslategrey', 'black', 'black', 'grey']",bs-apr10-bolder-2016-05-09-23-13-21-884,28
28,"['black', 'black', 'black', 'black', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,29
29,"['darkslategrey', 'black', 'dimgrey', 'rosybrown', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,30
30,"['darkslategrey', 'black', 'rosybrown', 'dimgrey', 'black']",bs-apr10-bolder-2016-05-09-23-13-21-884,31
31,"['black', 'black']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,01
32,"['gainsboro', 'darkgrey', 'gainsboro', 'dimgrey', 'lightgrey']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,02
33,"['whitesmoke', 'gainsboro', 'black', 'darkgrey', 'silver']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,03
34,"['whitesmoke', 'gainsboro', 'black', 'silver', 'grey']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,04
35,"['silver', 'dimgrey', 'lavender', 'gainsboro', 'black']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,05
36,"['darkgrey', 'lavender', 'lightgrey', 'darkslategrey', 'black']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,06
37,"['darkgrey', 'lavender', 'lightgrey', 'darkslategrey', 'black']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,07
38,"['silver', 'darkgrey', 'darkslategrey', 'lightgrey', 'black']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,08
39,"['whitesmoke', 'darkslategrey', 'linen', 'darkgrey', 'lightgrey']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,09
40,"['silver', 'slategrey', 'whitesmoke', 'darkslategrey', 'gainsboro']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,10
41,"['darkgrey', 'whitesmoke', 'slategrey', 'darkslategrey', 'gainsboro']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,11
42,"['darkslategrey', 'darkgrey', 'whitesmoke', 'lightgrey', 'grey']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,12
43,"['whitesmoke', 'gainsboro', 'darkslateblue', 'grey', 'silver']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,13
44,"['darkgrey', 'darkslategrey', 'dimgrey', 'lightgrey', 'grey']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,14
45,"['grey', 'darkslategrey', 'black', 'black', 'silver']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,15
46,"['darkslategrey', 'darkgrey', 'black', 'black', 'black']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,16
47,"['silver', 'darkslategrey', 'black', 'black', 'black']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,17
48,"['thistle', 'darkslategrey', 'grey', 'silver', 'darkgrey']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,18
49,"['darkslategrey', 'black', 'black', 'grey', 'black']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,19
50,"['darkslategrey', 'black', 'black', 'grey', 'black']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,20
51,"['darkslategrey', 'black', 'grey', 'black', 'black']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,21
52,"['darkslategrey', 'gainsboro', 'lightslategrey', 'darkslategrey', 'black']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,22
53,"['darkslategrey', 'gainsboro', 'darkgrey', 'dimgrey', 'black']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,23
54,"['darkslategrey', 'darkslategrey', 'darkgrey', 'dimgrey', 'black']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,24
55,"['white', 'floralwhite', 'thistle', 'linen', 'gainsboro']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,25
56,"['darkslategrey', 'dimgrey', 'gainsboro', 'lightslategrey', 'darkslategrey']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,26
57,"['darkslategrey', 'dimgrey', 'black', 'black', 'silver']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,27
58,"['black', 'black', 'lightslategrey', 'black', 'darkslategrey']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,28
59,"['grey', 'darkslategrey', 'darkslategrey', 'lightgrey', 'black']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,29
60,"['grey', 'darkslategrey', 'darkslategrey', 'gainsboro', 'black']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,30
61,"['grey', 'darkslategrey', 'darkslategrey', 'gainsboro', 'black']",bs-apr11-no-fracking-anywhere-2016-05-09-23-13-17-135,31
62,"['black', 'black']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,01
63,"['grey', 'darkslategrey', 'darkslategrey', 'black', 'black']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,02
64,"['darkslategrey', 'darkslategrey', 'black', 'rosybrown', 'black']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,03
65,"['darkslategrey', 'darkslategrey', 'rosybrown', 'black', 'black']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,04
66,"['dimgrey', 'darkslategrey', 'black', 'black', 'black']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,05
67,"['linen', 'gainsboro', 'black', 'silver', 'grey']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,06
68,"['grey', 'linen', 'gainsboro', 'black', 'silver']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,07
69,"['silver', 'linen', 'dimgrey', 'gainsboro', 'black']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,08
70,"['silver', 'dimgrey', 'linen', 'gainsboro', 'black']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,09
71,"['silver', 'dimgrey', 'linen', 'gainsboro', 'black']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,10
72,"['silver', 'linen', 'dimgrey', 'gainsboro', 'black']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,11
73,"['silver', 'dimgrey', 'gainsboro', 'darkslategrey', 'black']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,12
74,"['silver', 'gainsboro', 'dimgrey', 'black', 'black']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,13
75,"['grey', 'linen', 'gainsboro', 'black', 'silver']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,14
76,"['linen', 'gainsboro', 'black', 'silver', 'grey']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,15
77,"['silver', 'linen', 'gainsboro', 'dimgrey', 'black']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,16
78,"['linen', 'dimgrey', 'gainsboro', 'black', 'silver']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,17
79,"['whitesmoke', 'gainsboro', 'black', 'silver', 'grey']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,18
80,"['darkslategrey', 'darkgrey', 'black', 'black', 'black']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,19
81,"['darkslategrey', 'black', 'lightsteelblue', 'black', 'black']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,20
82,"['darkgrey', 'black', 'darkslategrey', 'silver', 'black']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,21
83,"['darkgrey', 'black', 'black', 'darkslategrey', 'black']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,22
84,"['grey', 'darkslategrey', 'black', 'black', 'silver']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,23
85,"['darkslategrey', 'black', 'black', 'silver', 'grey']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,24
86,"['silver', 'darkslategrey', 'rosybrown', 'lightgrey', 'black']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,25
87,"['darkslategrey', 'black', 'darkgrey', 'black', 'darkslategrey']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,26
88,"['darkgrey', 'darkslategrey', 'black', 'black', 'darkslategrey']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,27
89,"['darkslategrey', 'black', 'black', 'lightslategrey', 'dimgrey']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,28
90,"['grey', 'darkslategrey', 'silver', 'darkslategrey', 'dimgrey']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,29
91,"['darkslategrey', 'black', 'dimgrey', 'black', 'rosybrown']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,30
92,"['darkslategrey', 'black', 'black', 'dimgrey', 'rosybrown']",bs-apr14-art-of-the-steal-2016-05-09-23-13-12-208,31
93,"['black', 'black', 'black', 'black', 'black']",bs-apr15-200thousand-2016-05-09-23-13-01-447,01
94,"['silver', 'darkslategrey', 'dimgrey', 'lightgrey', 'slategrey']",bs-apr15-200thousand-2016-05-09-23-13-01-447,02
95,"['dimgrey', 'black', 'darkslategrey', 'lightslategrey', 'silver']",bs-apr15-200thousand-2016-05-09-23-13-01-447,03
96,"['slategrey', 'darkslategrey', 'darkgrey', 'dimgrey', 'darkslategrey']",bs-apr15-200thousand-2016-05-09-23-13-01-447,04
97,"['slategrey', 'silver', 'darkslategrey', 'darkgrey', 'darkslategrey']",bs-apr15-200thousand-2016-05-09-23-13-01-447,05
98,"['slategrey', 'darkslategrey', 'darkgrey', 'darkslategrey', 'lightslategrey']",bs-apr15-200thousand-2016-05-09-23-13-01-447,06
99,"['darkslategrey', 'black', 'lightslategrey', 'darkslategrey', 'black']",bs-apr15-200thousand-2016-05-09-23-13-01-447,07
100,"['slategrey', 'darkslategrey', 'lightblue', 'black', 'black']",bs-apr15-200thousand-2016-05-09-23-13-01-447,08
101,"['lightsteelblue', 'slategrey', 'darkslategrey', 'lavender', 'black']",bs-apr15-200thousand-2016-05-09-23-13-01-447,09
102,"['darkslategrey', 'slategrey', 'black', 'lightblue', 'black']",bs-apr15-200thousand-2016-05-09-23-13-01-447,10
103,"['darkslategrey', 'silver', 'dimgrey', 'black', 'lightslategrey']",bs-apr15-200thousand-2016-05-09-23-13-01-447,11
104,"['silver', 'darkslategrey', 'dimgrey', 'lightslategrey', 'black']",bs-apr15-200thousand-2016-05-09-23-13-01-447,12
105,"['darkslategrey', 'silver', 'slategrey', 'black', 'black']",bs-apr15-200thousand-2016-05-09-23-13-01-447,13
106,"['darkslategrey', 'dimgrey', 'lightslategrey', 'black', 'darkslategrey']",bs-apr15-200thousand-2016-05-09-23-13-01-447,14
107,"['dimgrey', 'black', 'lightslategrey', 'silver', 'darkslategrey']",bs-apr15-200thousand-2016-05-09-23-13-01-447,15
108,"['dimgrey', 'darkslategrey', 'lightslategrey', 'darkslategrey', 'silver']",bs-apr15-200thousand-2016-05-09-23-13-01-447,16
109,"['silver', 'darkslategrey', 'dimgrey', 'slategrey', 'darkslategrey']",bs-apr15-200thousand-2016-05-09-23-13-01-447,17
110,"['darkslategrey', 'darkslategrey', 'dimgrey', 'darkgrey', 'darkslategrey']",bs-apr15-200thousand-2016-05-09-23-13-01-447,18
111,"['whitesmoke', 'dimgrey', 'darkslategrey', 'darkgrey', 'darkslategrey']",bs-apr15-200thousand-2016-05-09-23-13-01-447,19
112,"['whitesmoke', 'darkslategrey', 'dimgrey', 'darkgrey', 'dimgrey']",bs-apr15-200thousand-2016-05-09-23-13-01-447,20
113,"['whitesmoke', 'darkslategrey', 'dimgrey', 'darkgrey', 'darkslategrey']",bs-apr15-200thousand-2016-05-09-23-13-01-447,21
114,"['darkslategrey', 'dimgrey', 'dimgrey', 'darkslategrey', 'silver']",bs-apr15-200thousand-2016-05-09-23-13-01-447,22
115,"['darkgrey', 'slategrey', 'black', 'lightslategrey', 'darkslategrey']",bs-apr15-200thousand-2016-05-09-23-13-01-447,23
116,"['slategrey', 'darkgrey', 'black', 'lightslategrey', 'darkslategrey']",bs-apr15-200thousand-2016-05-09-23-13-01-447,24
117,"['slategrey', 'darkslategrey', 'darkslategrey', 'lightslategrey', 'lightsteelblue']",bs-apr15-200thousand-2016-05-09-23-13-01-447,25
118,"['slategrey', 'darkslategrey', 'darkslategrey', 'lightslategrey', 'lightsteelblue']",bs-apr15-200thousand-2016-05-09-23-13-01-447,26
119,"['slategrey', 'darkslategrey', 'darkslategrey', 'lightslategrey', 'lightsteelblue']",bs-apr15-200thousand-2016-05-09-23-13-01-447,27
120,"['slategrey', 'darkgrey', 'darkslategrey', 'dimgrey', 'darkslategrey']",bs-apr15-200thousand-2016-05-09-23-13-01-447,28
121,"['slategrey', 'darkslategrey', 'lightslategrey', 'darkslategrey', 'lightsteelblue']",bs-apr15-200thousand-2016-05-09-23-13-01-447,29
122,"['silver', 'dimgrey', 'darkslategrey', 'black', 'darkslategrey']",bs-apr15-200thousand-2016-05-09-23-13-01-447,30
123,"['darkslategrey', 'black', 'rosybrown', 'dimgrey', 'black']",bs-apr15-200thousand-2016-05-09-23-13-01-447,31
124,"['darkolivegreen', 'darkgrey', 'dimgrey', 'grey', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,01
125,"['darkolivegreen', 'darkgrey', 'dimgrey', 'grey', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,02
126,"['black', 'grey', 'darkolivegreen', 'grey', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,03
127,"['darkslategrey', 'dimgrey', 'black', 'grey', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,04
128,"['darkgrey', 'grey', 'lightgrey', 'darkslategrey', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,05
129,"['dimgrey', 'darkslategrey', 'darkolivegreen', 'silver', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,06
130,"['darkolivegreen', 'black', 'grey', 'darkslategrey', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,07
131,"['dimgrey', 'darkgrey', 'darkslategrey', 'dimgrey', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,08
132,"['dimgrey', 'darkgrey', 'black', 'darkolivegreen', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,09
133,"['darkslategrey', 'dimgrey', 'grey', 'black', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,10
134,"['darkolivegreen', 'darkslategrey', 'darkslategrey', 'grey', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,11
135,"['darkslategrey', 'darkolivegreen', 'grey', 'darkslategrey', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,12
136,"['black', 'dimgrey', 'black', 'black', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,13
137,"['dimgrey', 'black', 'darkslategrey', 'grey', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,14
138,"['darkgrey', 'darkslategrey', 'darkolivegreen', 'grey', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,15
139,"['darkslategrey', 'dimgrey', 'darkolivegreen', 'grey', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,16
140,"['grey', 'darkgrey', 'grey', 'darkolivegreen', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,17
141,"['darkslategrey', 'dimgrey', 'darkgrey', 'grey', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,18
142,"['darkslategrey', 'dimgrey', 'darkslategrey', 'silver', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,19
143,"['darkslategrey', 'dimgrey', 'darkslategrey', 'silver', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,20
144,"['silver', 'dimgrey', 'grey', 'darkslategrey', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,21
145,"['silver', 'dimgrey', 'grey', 'darkslategrey', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,22
146,"['silver', 'grey', 'darkslategrey', 'darkgrey', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,23
147,"['darkslategrey', 'dimgrey', 'darkgrey', 'grey', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,24
148,"['dimgrey', 'darkslategrey', 'rosybrown', 'darkolivegreen', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,25
149,"['darkslategrey', 'darkolivegreen', 'darkslategrey', 'dimgrey', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,26
150,"['dimgrey', 'darkslategrey', 'darkolivegreen', 'darkslategrey', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,27
151,"['darkslategrey', 'grey', 'black', 'darkolivegreen', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,28
152,"['darkslategrey', 'grey', 'black', 'dimgrey', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,29
153,"['darkslategrey', 'grey', 'black', 'dimgrey', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,30
154,"['darkslategrey', 'dimgrey', 'darkslategrey', 'black', 'black']",bs-apr15-27dollars-2016-05-09-23-12-58-819,31
155,"['darkslategrey', 'black', 'darkslategrey', 'silver', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,01
156,"['darkslategrey', 'dimgrey', 'gainsboro', 'black', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,02
157,"['darkslategrey', 'lightgrey', 'lightslategrey', 'black', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,03
158,"['darkslategrey', 'lightgrey', 'lightslategrey', 'black', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,04
159,"['darkslategrey', 'dimgrey', 'grey', 'silver', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,05
160,"['dimgrey', 'darkslategrey', 'darkgrey', 'lightgrey', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,06
161,"['gainsboro', 'black', 'darkgrey', 'darkslategrey', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,07
162,"['whitesmoke', 'darkgrey', 'black', 'dimgrey', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,08
163,"['darkslategrey', 'dimgrey', 'darkgrey', 'lightgrey', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,09
164,"['darkgrey', 'linen', 'dimgrey', 'silver', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,10
165,"['silver', 'whitesmoke', 'dimgrey', 'gainsboro', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,11
166,"['darkslategrey', 'dimgrey', 'khaki', 'grey', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,12
167,"['dimgrey', 'darkkhaki', 'darkslategrey', 'black', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,13
168,"['grey', 'darkgrey', 'darkslategrey', 'darkolivegreen', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,14
169,"['grey', 'darkslategrey', 'darkgrey', 'silver', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,15
170,"['darkslategrey', 'darkgrey', 'dimgrey', 'black', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,16
171,"['silver', 'grey', 'darkslategrey', 'gainsboro', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,17
172,"['ivory', 'palegoldenrod', 'tan', 'dimgrey', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,18
173,"['snow', 'palegoldenrod', 'rosybrown', 'dimgrey', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,19
174,"['grey', 'darkslategrey', 'gainsboro', 'black', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,20
175,"['grey', 'silver', 'darkslategrey', 'black', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,21
176,"['grey', 'darkslategrey', 'grey', 'lightgrey', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,22
177,"['darkslategrey', 'darkgrey', 'dimgrey', 'black', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,23
178,"['darkgrey', 'gainsboro', 'dimgrey', 'grey', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,24
179,"['darkslategrey', 'dimgrey', 'lightgrey', 'rosybrown', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,25
180,"['darkslategrey', 'darkgrey', 'dimgrey', 'lightgrey', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,26
181,"['darkslategrey', 'dimgrey', 'darkgrey', 'darkslategrey', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,27
182,"['silver', 'darkslategrey', 'dimgrey', 'black', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,28
183,"['silver', 'darkslategrey', 'dimgrey', 'black', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,29
184,"['darkslategrey', 'darkslategrey', 'black', 'grey', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,30
185,"['darkslategrey', 'darkslategrey', 'black', 'grey', 'black']",bs-apr16-sons-of-new-york-2016-05-09-23-12-55-510,31
186,"['palegoldenrod', 'olivedrab', 'darkkhaki', 'khaki', 'darkslategrey']",bs-apr25-promise-2016-05-09-23-12-52-455,01
187,"['palegoldenrod', 'darkolivegreen', 'darkkhaki', 'khaki', 'darkslategrey']",bs-apr25-promise-2016-05-09-23-12-52-455,02
188,"['tan', 'dimgrey', 'palegoldenrod', 'darkkhaki', 'darkolivegreen']",bs-apr25-promise-2016-05-09-23-12-52-455,03
189,"['oldlace', 'darkkhaki', 'palegoldenrod', 'olivedrab', 'darkolivegreen']",bs-apr25-promise-2016-05-09-23-12-52-455,04
190,"['ivory', 'darkkhaki', 'palegoldenrod', 'grey', 'darkolivegreen']",bs-apr25-promise-2016-05-09-23-12-52-455,05
191,"['darkslategrey', 'midnightblue', 'midnightblue', 'black', 'mediumpurple']",bs-apr25-promise-2016-05-09-23-12-52-455,06
192,"['darkslategrey', 'slategrey', 'black', 'darkslateblue', 'lightsteelblue']",bs-apr25-promise-2016-05-09-23-12-52-455,07
193,"['darkgrey', 'darkslategrey', 'dimgrey', 'black', 'darkslategrey']",bs-apr25-promise-2016-05-09-23-12-52-455,08
194,"['mintcream', 'darkslategrey', 'lavender', 'grey', 'silver']",bs-apr25-promise-2016-05-09-23-12-52-455,09
195,"['grey', 'darkslategrey', 'darkgrey', 'dimgrey', 'grey']",bs-apr25-promise-2016-05-09-23-12-52-455,10
196,"['oldlace', 'darkslategrey', 'darkolivegreen', 'wheat', 'rosybrown']",bs-apr25-promise-2016-05-09-23-12-52-455,11
197,"['oldlace', 'darkslategrey', 'darkolivegreen', 'wheat', 'rosybrown']",bs-apr25-promise-2016-05-09-23-12-52-455,12
